   , N   , Choleskio laik.      , Lygčių spr. laik.
  0,    4,   0.2338886260986328 , 0.019788742065429688
  1,    9,   0.05888938903808594, 0.032901763916015625
  2,   14,   0.12087821960449219, 0.047206878662109375
  3,   19,   0.20074844360351562, 0.0629425048828125
  4,   24,   0.3101825714111328 , 0.07915496826171875
  5,   29,   0.44798851013183594, 0.09512901306152344
  6,   34,   0.6029605865478516 , 0.11205673217773438
  7,   39,   0.7879734039306641 , 0.125885009765625
  8,   44,   0.9891986846923828 , 0.1442432403564453
  9,   49,   1.2149810791015625 , 0.15783309936523438
 10,   54,   1.4541149139404297 , 0.17404556274414062
 11,   59,   1.725912094116211  , 0.18906593322753906
 12,   64,   2.15911865234375   , 0.21004676818847656
 13,   69,   2.540111541748047  , 0.24843215942382812
 14,   74,  23.085832595825195  , 0.9701251983642578
 15,   79,  11.835098266601562  , 0.2951622009277344
 16,   84,   4.7149658203125    , 0.43654441833496094
 17,   89,   9.141206741333008  , 0.32901763916015625
 18,   94,   4.577159881591797  , 0.3123283386230469
 19,   99,   5.1059722900390625 , 0.3256797790527344
 20,  104,   5.728006362915039  , 0.37026405334472656
 21,  109,   6.072044372558594  , 0.3845691680908203
 22,  114,   6.62994384765625   , 0.3681182861328125
 23,  119,   6.884098052978516  , 0.39505958557128906
 24,  124,   7.915973663330078  , 0.4029273986816406
 25,  129,   8.193016052246094  , 0.42748451232910156
 26,  134,   9.02700424194336   , 0.43272972106933594
 27,  139,   9.809255599975586  , 0.4889965057373047
 28,  144,  10.616064071655273  , 0.4711151123046875
 29,  149,  10.99085807800293   , 0.48613548278808594
 30,  154,  11.727094650268555  , 0.5028247833251953
 31,  159,  12.938976287841797  , 0.518798828125
 32,  164,  13.737201690673828  , 0.5738735198974609
 33,  169,  14.348983764648438  , 0.5571842193603516
 34,  174,  15.536069869995117  , 0.6039142608642578
 35,  179,  16.494274139404297  , 0.6270408630371094
 36,  184,  17.03190803527832   , 0.5960464477539062
 37,  189,  17.803192138671875  , 0.6611347198486328
 38,  194,  19.370079040527344  , 0.6299018859863281
 39,  199,  19.826889038085938  , 0.6461143493652344
 40,  204,  21.31199836730957   , 0.6792545318603516
 41,  209,  22.24898338317871   , 0.6771087646484375
 42,  214,  23.340940475463867  , 0.7417201995849609
 43,  219,  23.767948150634766  , 0.7047653198242188
 44,  224,  24.438142776489258  , 0.7302761077880859
 45,  229,  26.23891830444336   , 0.7901191711425781
 46,  234,  26.483774185180664  , 0.7557868957519531
 47,  239,  28.17988395690918   , 0.7686614990234375
 48,  244,  29.6170711517334    , 0.8702278137207031
 49,  249,  31.09574317932129   , 0.8158683776855469
 50,  254,  32.247066497802734  , 0.881195068359375
 51,  259,  32.4709415435791    , 0.8380413055419922
 52,  264,  34.12485122680664   , 0.9381771087646484
 53,  269,  36.37504577636719   , 0.8757114410400391
 54,  274,  36.67473793029785   , 0.9450912475585938
 55,  279,  38.04492950439453   , 0.9505748748779297
 56,  284,  41.46099090576172   , 0.9918212890625
 57,  289,  42.9081916809082    , 1.0170936584472656
 58,  294,  44.31629180908203   , 1.0221004486083984
 59,  299,  45.76373100280762   , 1.0373592376708984
 60,  304,  46.347856521606445  , 0.9870529174804688
 61,  309,  47.187089920043945  , 1.0061264038085938
 62,  314,  49.9880313873291    , 1.093149185180664
 63,  319,  50.85587501525879   , 1.0356903076171875
 64,  324,  52.26874351501465   , 1.1341571807861328
 65,  329,  53.73573303222656   , 1.0929107666015625
 66,  334,  56.31589889526367   , 1.1806488037109375
 67,  339,  60.16707420349121   , 1.190185546875
 68,  344,  60.804128646850586  , 1.2161731719970703
 69,  349,  60.707807540893555  , 1.1391639709472656
 70,  354,  62.2248649597168    , 1.1646747589111328
 71,  359,  64.2240047454834    , 1.1739730834960938
 72,  364,  65.25683403015137   , 1.27410888671875
 73,  369,  68.11404228210449   , 1.2989044189453125
 74,  374,  71.18105888366699   , 1.3077259063720703
 75,  379,  73.27985763549805   , 1.3308525085449219
 76,  384,  74.72681999206543   , 1.3079643249511719
 77,  389,  77.44312286376953   , 1.384735107421875
 78,  394,  81.59899711608887   , 1.3501644134521484
 79,  399,  84.81407165527344   , 1.3539791107177734
 80,  404,  85.6788158416748    , 1.4636516571044922
 81,  409,  86.6239070892334    , 1.3649463653564453
 82,  414,  89.7982120513916    , 1.5459060668945312
 83,  419,  91.68696403503418   , 1.3988018035888672
 84,  424,  93.37782859802246   , 1.566171646118164
 85,  429,  94.88105773925781   , 1.45721435546875
 86,  434,  95.57104110717773   , 1.4510154724121094
 87,  439,  99.57289695739746   , 1.6179084777832031
 88,  444, 103.65581512451172   , 1.6520023345947266
 89,  449, 109.51590538024902   , 1.722097396850586
 90,  454, 132.2019100189209    , 1.748800277709961
 91,  459, 117.35796928405762   , 1.7199516296386719
 92,  464, 116.40715599060059   , 1.7516613006591797
 93,  469, 122.28107452392578   , 1.6891956329345703
 94,  474, 119.31967735290527   , 1.7209053039550781
 95,  479, 119.44198608398438   , 1.7497539520263672
 96,  484, 122.93481826782227   , 1.6293525695800781
 97,  489, 124.5276927947998    , 1.7611980438232422
 98,  494, 127.0747184753418    , 1.79290771484375
 99,  499, 130.63287734985352   , 1.8568038940429688
100,  504, 133.50892066955566   , 1.8622875213623047
101,  509, 135.0841522216797    , 1.8570423126220703
102,  514, 136.75594329833984   , 1.8970966339111328
103,  519, 140.56396484375      , 1.9350051879882812
104,  524, 145.45202255249023   , 1.9097328186035156
105,  529, 146.9399929046631    , 1.9147396087646484
106,  534, 148.4541893005371    , 1.9369125366210938
107,  539, 150.5270004272461    , 2.0210742950439453
108,  544, 153.39994430541992   , 1.8918514251708984
109,  549, 158.6606502532959    , 1.9969940185546875
110,  554, 159.34419631958008   , 2.0389556884765625
111,  559, 161.62109375         , 2.0322799682617188
112,  564, 166.1221981048584    , 1.9152164459228516
113,  569, 169.7390079498291    , 2.0847320556640625
114,  574, 170.13311386108398   , 1.966714859008789
115,  579, 176.96785926818848   , 2.1371841430664062
116,  584, 175.81415176391602   , 2.14385986328125
117,  589, 183.027982711792     , 2.1860599517822266
118,  594, 184.7841739654541    , 2.1982192993164062
119,  599, 188.28392028808594   , 2.1140575408935547
120,  604, 190.98305702209473   , 2.209901809692383
121,  609, 195.4948902130127    , 2.1109580993652344
122,  614, 196.96879386901855   , 2.151966094970703
123,  619, 201.33614540100098   , 2.309083938598633
124,  624, 207.01003074645996   , 2.340078353881836
125,  629, 212.23092079162598   , 2.7201175689697266
126,  634, 212.82100677490234   , 2.435922622680664
127,  639, 216.56417846679688   , 2.5107860565185547
128,  644, 221.73118591308594   , 2.395153045654297
129,  649, 222.50986099243164   , 2.4309158325195312
130,  654, 226.64880752563477   , 2.4101734161376953
131,  659, 229.9027442932129    , 2.453327178955078
132,  664, 232.01727867126465   , 2.4671554565429688
133,  669, 234.73095893859863   , 2.446889877319336
134,  674, 238.39592933654785   , 2.3317337036132812
135,  679, 242.4309253692627    , 2.3691654205322266
136,  684, 244.7512149810791    , 2.5429725646972656
137,  689, 248.00419807434082   , 2.556324005126953
138,  694, 251.91378593444824   , 2.583026885986328
139,  699, 260.68997383117676   , 2.6879310607910156
140,  704, 264.6031379699707    , 2.798795700073242
141,  709, 273.8149166107178    , 2.7761459350585938
142,  714, 265.214204788208     , 2.6519298553466797
143,  719, 267.3211097717285    , 2.628803253173828
144,  724, 274.0039825439453    , 2.725839614868164
145,  729, 274.74379539489746   , 2.6869773864746094
146,  734, 279.58106994628906   , 2.766132354736328
147,  739, 282.70697593688965   , 2.753019332885742
148,  744, 286.1602306365967    , 2.73895263671875
149,  749, 291.2158966064453    , 2.8197765350341797
150,  754, 298.14982414245605   , 2.817869186401367
151,  759, 299.5190620422363    , 2.8688907623291016
152,  764, 306.8838119506836    , 2.871990203857422
153,  769, 306.9319725036621    , 2.862215042114258
154,  774, 309.50093269348145   , 2.8727054595947266
155,  779, 315.13500213623047   , 2.899169921875
156,  784, 320.7259178161621    , 3.0090808868408203
157,  789, 326.509952545166     , 2.977132797241211
158,  794, 327.1167278289795    , 3.0670166015625
159,  799, 333.69898796081543   , 2.986907958984375
160,  804, 340.1327133178711    , 3.0028820037841797
161,  809, 344.06232833862305   , 3.0438899993896484
162,  814, 347.6989269256592    , 3.052949905395508
163,  819, 352.7522087097168    , 3.412008285522461
164,  824, 356.31489753723145   , 3.1080245971679688
165,  829, 359.8310947418213    , 3.199338912963867
166,  834, 373.4910488128662    , 3.3957958221435547
167,  839, 394.4661617279053    , 3.1952857971191406
168,  844, 376.6779899597168    , 3.2668113708496094
169,  849, 383.17084312438965   , 3.2477378845214844
170,  854, 394.1798210144043    , 3.288745880126953
171,  859, 390.8429145812988    , 3.3380985260009766
172,  864, 402.24289894104004   , 3.5347938537597656
173,  869, 405.00807762145996   , 3.412008285522461
174,  874, 413.65504264831543   , 3.353118896484375
175,  879, 409.78097915649414   , 3.3092498779296875
176,  884, 412.8539562225342    , 3.4313201904296875
177,  889, 420.66216468811035   , 3.3729076385498047
178,  894, 464.43700790405273   , 3.6253929138183594
179,  899, 438.643217086792     , 3.4804344177246094
180,  904, 434.7829818725586    , 3.488302230834961
181,  909, 439.9988651275635    , 3.663301467895508
182,  914, 447.42393493652344   , 3.4868717193603516
183,  919, 467.7398204803467    , 3.701925277709961
184,  924, 456.54296875         , 3.5872459411621094
185,  929, 460.1109027862549    , 3.7300586700439453
186,  934, 468.98818016052246   , 3.662109375
187,  939, 473.4659194946289    , 3.750324249267578
188,  944, 475.3260612487793    , 3.7279129028320312
189,  949, 475.93116760253906   , 3.657102584838867
190,  954, 479.22372817993164   , 3.743886947631836
191,  959, 493.87216567993164   , 3.8301944732666016
192,  964, 496.4323043823242    , 3.8268566131591797
193,  969, 491.6098117828369    , 3.812074661254883
194,  974, 504.5759677886963    , 3.8292407989501953
195,  979, 508.4388256072998    , 3.8101673126220703
196,  984, 518.557071685791     , 3.796100616455078
197,  989, 520.2770233154297    , 3.9031505584716797
198,  994, 529.7982692718506    , 3.9517879486083984
199, 1000, 535.1192951202393    , 4.036426544189453
